ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),delivery_time_mins,weather_clean,is_late,distance_km,traffic_factor,weather_factor,speed_kmmin,seg_idx,tempo_estimado,dist_norm,adverso_norm
0x7335,BANGRES11DEL01,39,4.9,12.934365,77.616155,13.044365,77.726155,14/03/22,19:10:00,19:20:00,conditions Stormy,Jam,2,Drinks,electric_scooter,1,No,Urban,(min) 29,29,Stormy,0,17.08,2.0,1.6,0.5889655172413792,7,138.45523820680646,0.8336017176596886,1.0
0x1f9c,BANGRES01DEL02,26,4.2,12.933284,77.615428,13.063284,77.745428,29/03/22,22:00:00,22:05:00,conditions Sandstorms,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,(min) 39,39,Sandstorms,1,20.18,2.0,1.5,0.5174358974358975,3,153.36065795228455,1.0,0.9090909090909091
0x6ee7,BANGRES03DEL03,25,4.9,12.979166,77.640709,13.009166,77.670709,26/03/22,22:00:00,22:15:00,conditions Sandstorms,Jam,2,Snack,electric_scooter,1,No,Urban,(min) 14,14,Sandstorms,0,4.66,2.0,1.5,0.33285714285714285,7,35.41430456182587,0.16693505099302203,0.9090909090909091
0xa7c9,BANGRES13DEL02,33,4.7,12.935662,77.61413,12.955662,77.63413,01/04/22,8:45:00,8:50:00,conditions Fog,Low,2,Snack,scooter,0,No,Metropolitian,(min) 15,15,Fog,0,3.11,1.0,1.4,0.20733333333333331,0,11.029605297724594,0.08373590982286634,0.18181818181818177
0x518c,BANGRES14DEL02,20,4.7,12.949934,77.699386,12.969934,77.719386,11/03/22,11:00:00,11:10:00,conditions Windy,Low,1,Drinks,motorcycle,1,No,Metropolitian,(min) 19,19,Windy,0,3.11,1.0,1.2,0.1636842105263158,3,9.453947398049651,0.08373590982286634,0.09090909090909088
0x26f7,BANGRES20DEL01,35,3.7,12.972161,77.596014,13.042161,77.666014,23/03/22,18:00:00,18:05:00,conditions Stormy,Medium,1,Drinks,scooter,0,No,Metropolitian,(min) 32,32,Stormy,1,10.87,1.3,1.6,0.3396875,0,57.274911331978416,0.5002683843263553,0.4909090909090909
0x8444,BANGRES09DEL01,30,4.9,12.934179,77.615797,13.004179,77.685797,23/03/22,23:45:00,23:50:00,conditions Sandstorms,Low,2,Snack,scooter,1,No,Metropolitian,(min) 16,16,Sandstorms,0,10.87,1.0,1.5,0.679375,0,41.30402259517673,0.5002683843263553,0.22727272727272727
0xb86f,BANGRES010DEL02,28,4.6,12.933298,77.614293,12.983298,77.664293,01/03/22,17:35:00,17:50:00,conditions Fog,Medium,1,Meal,motorcycle,1,No,Urban,(min) 14,14,Fog,0,7.76,1.3,1.4,0.5542857142857143,4,35.77706052843913,0.33333333333333337,0.37272727272727263
0x23cd,BANGRES14DEL03,35,4.2,12.949934,77.699386,13.039934,77.789386,02/04/22,21:55:00,22:10:00,conditions Stormy,Jam,2,Buffet,scooter,1,No,Metropolitian,(min) 35,35,Stormy,1,13.97,2.0,1.6,0.3991428571428572,0,113.24471181200741,0.6666666666666667,1.0
0x266b,BANGRES02DEL02,36,4.2,12.970221,77.645396,12.990221,77.665396,03/04/22,11:35:00,11:40:00,conditions Cloudy,High,0,Meal,motorcycle,1,No,Metropolitian,(min) 32,32,Cloudy,1,3.11,1.6,1.1,0.0971875,3,13.865789517139492,0.08373590982286634,0.3454545454545455
0x3de0,BANGRES02DEL03,20,4.8,12.970221,77.645396,13.000221,77.675396,28/03/22,23:15:00,23:25:00,conditions Stormy,Low,2,Snack,scooter,0,No,Metropolitian,(min) 14,14,Stormy,0,4.66,1.0,1.6,0.33285714285714285,0,18.887629099640463,0.16693505099302203,0.27272727272727276
0xa617,BANGRES11DEL02,39,4.8,12.934365,77.616155,12.954365,77.636155,24/03/22,10:20:00,10:25:00,conditions Cloudy,Low,0,Snack,motorcycle,1,No,Urban,(min) 22,22,Cloudy,0,3.11,1.0,1.1,0.14136363636363636,4,8.666118448212181,0.08373590982286634,0.04545454545454549
0xa30f,BANGRES12DEL02,28,4.7,12.939496,77.625999,13.019496,77.705999,20/03/22,22:15:00,22:25:00,conditions Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,(min) 24,24,Sunny,0,12.42,1.0,1.0,0.5175,3,31.462493752351737,0.583467525496511,0.0
0x2e7b,BANGRES06DEL03,23,4.7,12.979096,77.640625,13.009096,77.670625,15/03/22,19:30:00,19:35:00,conditions Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,(min) 30,30,Sandstorms,0,4.66,2.0,1.5,0.15533333333333335,3,35.41430456182587,0.16693505099302203,0.9090909090909091
0x5950,BANGRES01DEL03,25,4.8,12.933284,77.615428,13.023284,77.705428,02/04/22,17:35:00,17:40:00,conditions Sandstorms,Medium,2,Snack,scooter,1,No,Metropolitian,(min) 26,26,Sandstorms,0,13.97,1.3,1.5,0.5373076923076924,0,69.00849626044202,0.6666666666666667,0.4318181818181819
0x7380,BANGRES19DEL02,38,4.4,12.914264,77.6784,13.044264,77.8084,25/03/22,21:55:00,22:00:00,conditions Windy,Jam,1,Snack,motorcycle,1,No,Metropolitian,(min) 43,43,Windy,1,20.18,2.0,1.2,0.46930232558139534,3,122.68852636182763,1.0,0.6363636363636362
0xbe3c,BANGRES17DEL03,27,4.2,12.972532,77.608179,13.032532,77.668179,30/03/22,23:50:00,0:00:00,conditions Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,(min) 29,29,Sandstorms,0,9.32,1.0,1.5,0.3213793103448276,3,35.41430456182587,0.4170692431561997,0.22727272727272727
0xf4d,BANGRES01DEL01,25,5.0,12.933284,77.615428,12.943284,77.625428,03/04/22,8:30:00,8:45:00,conditions Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,(min) 12,12,Sandstorms,0,1.55,1.0,1.5,0.12916666666666668,0,5.889718033350869,0.0,0.22727272727272727
0xc39,BANGRES13DEL01,29,4.7,12.935662,77.61413,13.045662,77.72413,27/03/22,19:00:00,19:10:00,conditions Sunny,Medium,0,Buffet,motorcycle,1,No,Urban,(min) 18,18,Sunny,0,17.08,1.3,1.0,0.9488888888888888,4,56.247440521515124,0.8336017176596886,0.13636363636363638
0x184a,BANGRES09DEL02,34,4.9,12.934179,77.615797,13.064179,77.745797,25/03/22,23:10:00,23:15:00,conditions Windy,Low,2,Drinks,motorcycle,1,No,Metropolitian,(min) 20,20,Windy,0,20.18,1.0,1.2,1.009,3,61.34426318091381,1.0,0.09090909090909088
0x5a88,BANGRES09DEL03,23,4.9,12.934179,77.615797,12.964179,77.645797,19/03/22,23:55:00,0:00:00,conditions Fog,Low,1,Meal,motorcycle,0,No,Metropolitian,(min) 14,14,Fog,0,4.66,1.0,1.4,0.33285714285714285,3,16.526675462185406,0.16693505099302203,0.18181818181818177
0x50a9,BANGRES03DEL01,35,4.7,12.979166,77.640709,13.049166,77.710709,16/03/22,18:00:00,18:10:00,conditions Fog,Medium,0,Snack,motorcycle,2,No,Metropolitian,(min) 37,37,Fog,1,10.87,1.3,1.4,0.2937837837837838,3,50.1155474154811,0.5002683843263553,0.37272727272727263
0x402f,BANGRES05DEL01,23,4.6,12.970324,77.645748,13.040324,77.715748,18/03/22,20:30:00,20:45:00,conditions Fog,Jam,2,Meal,electric_scooter,1,No,Metropolitian,(min) 44,44,Fog,1,10.87,2.0,1.4,0.24704545454545454,6,77.10084217766324,0.5002683843263553,0.818181818181818
0x41f8,BANGRES03DEL01,34,4.8,12.979166,77.640709,13.049166,77.710709,02/04/22,19:15:00,19:20:00,conditions Fog,Jam,2,Meal,scooter,1,No,Metropolitian,(min) 40,40,Fog,1,10.87,2.0,1.4,0.27175,0,77.10084217766324,0.5002683843263553,0.818181818181818
0xbd75,BANGRES06DEL03,35,4.7,12.979096,77.640625,13.009096,77.670625,05/04/22,17:40:00,17:50:00,conditions Sunny,Medium,2,Snack,scooter,1,No,Metropolitian,(min) 16,16,Sunny,0,4.66,1.3,1.0,0.29125,0,15.346198643457877,0.16693505099302203,0.13636363636363638
0x3943,BANGRES18DEL02,21,5.0,12.913041,77.683237,12.993041,77.763237,20/03/22,21:50:00,22:05:00,conditions Stormy,Jam,2,Snack,motorcycle,0,No,Metropolitian,(min) 25,25,Stormy,0,12.42,2.0,1.6,0.4968,3,100.67998000752556,0.583467525496511,1.0
0xae13,BANGRES18DEL02,26,5.0,12.913041,77.683237,12.963041,77.733237,05/04/22,22:30:00,22:35:00,conditions Cloudy,Low,0,Drinks,motorcycle,0,No,Urban,(min) 17,17,Cloudy,0,7.76,1.0,1.1,0.45647058823529413,4,21.623498121584092,0.33333333333333337,0.04545454545454549
0xa029,BANGRES08DEL03,20,4.7,12.906229,77.596791,12.966229,77.656791,21/03/22,18:40:00,18:50:00,conditions Cloudy,Medium,1,Snack,scooter,0,No,Metropolitian,(min) 16,16,Cloudy,0,9.32,1.3,1.1,0.5825,0,33.761637015607334,0.4170692431561997,0.19545454545454552
0x4183,BANGRES12DEL02,36,5.0,12.939496,77.625999,13.069496,77.755999,16/03/22,19:45:00,19:50:00,conditions Sunny,Jam,0,Drinks,motorcycle,0,No,Metropolitian,(min) 41,41,Sunny,1,20.18,2.0,1.0,0.4921951219512195,3,102.24043863485636,1.0,0.45454545454545453
0x44f1,BANGRES07DEL02,34,4.7,12.978453,77.643685,13.108453,77.773685,25/03/22,22:00:00,22:10:00,conditions Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 51,51,Cloudy,1,20.18,2.0,1.1,0.3956862745098039,3,112.46448249834201,1.0,0.5454545454545455
0x2461,BANGRES06DEL02,28,4.6,12.979096,77.640625,13.109096,77.770625,31/03/22,17:25:00,17:40:00,conditions Windy,Medium,0,Snack,motorcycle,0,No,Metropolitian,(min) 39,39,Windy,1,20.18,1.3,1.2,0.5174358974358975,3,79.74754213518796,1.0,0.2545454545454546
0x9fb,BANGRES17DEL01,35,4.9,12.972532,77.608179,13.012532,77.648179,01/03/22,12:40:00,12:50:00,conditions Fog,High,0,Meal,motorcycle,1,No,Metropolitian,(min) 34,34,Fog,1,6.21,1.6,1.4,0.1826470588235294,3,35.23799300263394,0.25013419216317767,0.5636363636363635
0xa73b,BANGRES04DEL02,35,4.9,12.98041,77.640489,13.00041,77.660489,05/03/22,10:30:00,10:45:00,conditions Fog,Low,1,Snack,scooter,1,No,Metropolitian,(min) 17,17,Fog,0,3.11,1.0,1.4,0.18294117647058822,0,11.029605297724594,0.08373590982286634,0.18181818181818177
0x3fe1,BANGRES17DEL03,21,4.7,12.972532,77.608179,13.002532,77.638179,19/03/22,18:00:00,18:15:00,conditions Sunny,Medium,1,Buffet,scooter,0,No,Metropolitian,(min) 10,10,Sunny,0,4.66,1.3,1.0,0.466,0,15.346198643457877,0.16693505099302203,0.13636363636363638
0x6dbf,BANGRES06DEL01,31,4.2,12.979096,77.640625,12.989096,77.650625,05/03/22,8:30:00,8:35:00,conditions Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,(min) 29,29,Stormy,0,1.55,1.0,1.6,0.05344827586206897,3,6.282365902240927,0.0,0.27272727272727276
0x6ca,BANGRES17DEL03,30,4.0,12.972532,77.608179,13.002532,77.638179,26/03/22,20:30:00,20:40:00,conditions Fog,Jam,2,Meal,electric_scooter,0,No,Metropolitian,(min) 38,38,Fog,1,4.66,2.0,1.4,0.12263157894736842,6,33.05335092437081,0.16693505099302203,0.818181818181818
0x372d,BANGRES16DEL02,39,4.6,13.029198,77.570997,13.049198,77.590997,13/03/22,10:20:00,10:25:00,conditions Windy,Low,1,Buffet,scooter,0,No,Metropolitian,(min) 27,27,Windy,0,3.1,1.0,1.2,0.11481481481481481,0,9.423548853361389,0.08319914117015567,0.09090909090909088
0x7977,BANGRES06DEL03,31,4.3,12.979096,77.640625,13.069096,77.730625,12/03/22,18:15:00,18:30:00,conditions Cloudy,Medium,1,Buffet,motorcycle,0,No,Metropolitian,(min) 44,44,Cloudy,1,13.97,1.3,1.1,0.3175,3,50.60623059099082,0.6666666666666667,0.19545454545454552
0x2e91,BANGRES17DEL02,33,4.8,12.972532,77.608179,12.992532,77.628179,24/03/22,8:45:00,9:00:00,conditions Cloudy,Low,1,Snack,scooter,1,No,Metropolitian,(min) 15,15,Cloudy,0,3.11,1.0,1.1,0.20733333333333331,0,8.666118448212181,0.08373590982286634,0.04545454545454549
0x681f,BANGRES010DEL01,29,4.5,12.933298,77.614293,13.003298,77.684293,18/03/22,17:35:00,17:40:00,conditions Cloudy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,(min) 30,30,Cloudy,0,10.87,1.3,1.1,0.3623333333333333,3,39.37650154073516,0.5002683843263553,0.19545454545454552
0x7ffa,BANGRES19DEL03,25,4.6,12.914264,77.6784,12.944264,77.7084,01/04/22,22:55:00,23:00:00,conditions Sandstorms,Low,2,Buffet,motorcycle,0,No,Urban,(min) 12,12,Sandstorms,0,4.66,1.0,1.5,0.38833333333333336,4,17.707152280912936,0.16693505099302203,0.22727272727272727
0x60e5,BANGRES16DEL01,26,4.8,13.029198,77.570997,13.039198,77.580997,03/04/22,8:20:00,8:25:00,conditions Cloudy,Low,2,Drinks,scooter,0,No,Metropolitian,(min) 17,17,Cloudy,0,1.55,1.0,1.1,0.0911764705882353,0,4.3191265577906375,0.0,0.04545454545454549
0x4145,BANGRES11DEL02,24,4.7,12.934365,77.616155,13.014365,77.696155,10/03/22,19:30:00,19:35:00,conditions Cloudy,Jam,2,Meal,electric_scooter,1,No,Urban,(min) 38,38,Cloudy,1,12.42,2.0,1.1,0.3268421052631579,7,69.21748625517382,0.583467525496511,0.5454545454545455
0xaef3,BANGRES20DEL01,28,4.8,12.972161,77.596014,13.082161,77.706014,06/03/22,17:10:00,17:15:00,conditions Stormy,Medium,1,Snack,scooter,0,No,Metropolitian,(min) 21,21,Stormy,0,17.08,1.3,1.6,0.8133333333333332,0,89.99590483442421,0.8336017176596886,0.4909090909090909
0x1b8c,BANGRES01DEL02,35,4.0,12.933284,77.615428,12.953284,77.635428,17/03/22,8:50:00,9:05:00,conditions Sandstorms,Low,0,Buffet,motorcycle,1,No,Urban,(min) 29,29,Sandstorms,0,3.11,1.0,1.5,0.10724137931034482,4,11.817434247562066,0.08373590982286634,0.22727272727272727
0xa39e,BANGRES16DEL02,27,4.9,13.029198,77.570997,13.109198,77.650997,12/03/22,20:20:00,20:30:00,conditions Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,(min) 30,30,Stormy,0,12.42,2.0,1.6,0.414,3,100.67998000752556,0.583467525496511,1.0
0x8a48,BANGRES16DEL01,24,4.9,13.029198,77.570997,13.069198,77.610997,05/03/22,16:40:00,16:55:00,conditions Sunny,Medium,1,Snack,motorcycle,1,No,Metropolitian,(min) 17,17,Sunny,0,6.21,1.3,1.0,0.3652941176470588,3,20.450620939028628,0.25013419216317767,0.13636363636363638
0x3f60,BANGRES03DEL03,37,4.7,12.979166,77.640709,13.039166,77.700709,17/03/22,22:10:00,22:20:00,conditions Sunny,Low,0,Meal,motorcycle,1,No,Urban,(min) 28,28,Sunny,0,9.31,1.0,1.0,0.3325,4,23.584204253977028,0.41653247450348907,0.0
0x5af7,BANGRES05DEL02,25,4.5,12.970324,77.645748,12.990324,77.665748,13/03/22,8:15:00,8:30:00,conditions Sunny,Low,0,Buffet,motorcycle,0,,Metropolitian,(min) 10,10,Sunny,0,3.11,1.0,1.0,0.311,3,7.87828949837471,0.08373590982286634,0.0
0xb0d2,BANGRES17DEL02,37,4.4,12.972532,77.608179,13.102532,77.738179,08/03/22,23:00:00,23:10:00,conditions Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 41,41,Fog,1,20.18,1.0,1.4,0.4921951219512195,3,71.56830704439945,1.0,0.18181818181818177
0x9265,BANGRES04DEL02,37,4.6,12.98041,77.640489,13.03041,77.690489,15/03/22,22:10:00,22:15:00,conditions Sandstorms,Low,1,Snack,scooter,0,No,Urban,(min) 25,25,Sandstorms,0,7.76,1.0,1.5,0.3104,1,29.48658834761467,0.33333333333333337,0.22727272727272727
0xa69f,BANGRES14DEL01,35,4.9,12.949934,77.699386,12.989934,77.739386,07/03/22,16:55:00,17:05:00,conditions Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 27,27,Fog,0,6.21,1.3,1.4,0.23,3,28.630869314640076,0.25013419216317767,0.37272727272727263
0x9d43,BANGRES15DEL02,38,4.8,12.975377,77.696664,13.025377,77.746664,15/03/22,22:40:00,22:45:00,conditions Sunny,Low,1,Buffet,motorcycle,1,No,Urban,(min) 15,15,Sunny,0,7.76,1.0,1.0,0.5173333333333333,4,19.657725565076447,0.33333333333333337,0.0
0x4c60,BANGRES11DEL01,24,4.9,12.934365,77.616155,12.944365,77.626155,05/04/22,11:40:00,11:45:00,conditions Sunny,High,2,Buffet,motorcycle,0,No,Metropolitian,(min) 16,16,Sunny,0,1.55,1.6,1.0,0.096875,3,6.282365902240927,0.0,0.27272727272727276
0x91c4,BANGRES17DEL02,27,4.6,12.972532,77.608179,13.052532,77.688179,18/03/22,20:50:00,21:00:00,conditions Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 31,31,Sandstorms,1,12.42,2.0,1.5,0.40064516129032257,3,94.38748125705521,0.583467525496511,0.9090909090909091
0x2d95,BANGRES01DEL03,39,4.3,12.933284,77.615428,13.023284,77.705428,04/03/22,23:50:00,0:05:00,conditions Fog,Low,2,Snack,electric_scooter,1,No,Metropolitian,(min) 37,37,Fog,1,13.97,1.0,1.4,0.3775675675675676,6,49.544561417753236,0.6666666666666667,0.18181818181818177
0x239a,BANGRES18DEL01,32,4.7,12.913041,77.683237,12.923041,77.693237,21/03/22,11:35:00,11:50:00,conditions Sandstorms,High,1,Buffet,scooter,1,No,Metropolitian,(min) 31,31,Sandstorms,1,1.55,1.6,1.5,0.05,0,9.42354885336139,0.0,0.6363636363636365
0x7429,BANGRES18DEL01,22,4.7,12.913041,77.683237,12.983041,77.753237,08/03/22,19:20:00,19:25:00,conditions Sunny,Jam,1,Meal,motorcycle,0,No,Urban,(min) 17,17,Sunny,0,10.87,2.0,1.0,0.6394117647058823,4,55.07203012690231,0.5002683843263553,0.45454545454545453
0x9d42,BANGRES14DEL01,25,4.2,12.949934,77.699386,13.019934,77.769386,31/03/22,21:15:00,21:20:00,conditions Windy,Jam,0,Snack,motorcycle,0,No,Metropolitian,(min) 39,39,Windy,1,10.87,2.0,1.2,0.2787179487179487,3,66.08643615228277,0.5002683843263553,0.6363636363636362
0x40bb,BANGRES17DEL01,37,3.7,12.972532,77.608179,13.042532,77.678179,08/03/22,19:20:00,19:35:00,conditions Stormy,Jam,2,Snack,electric_scooter,2,No,Metropolitian,(min) 37,37,Stormy,1,10.87,2.0,1.6,0.2937837837837838,6,88.1152482030437,0.5002683843263553,1.0
0x905b,BANGRES15DEL01,32,3.7,12.975377,77.696664,13.045377,77.766664,20/03/22,18:15:00,18:25:00,conditions Windy,Medium,2,Buffet,electric_scooter,1,No,Urban,(min) 34,34,Windy,1,10.87,1.3,1.2,0.3197058823529412,7,42.956183498983805,0.5002683843263553,0.2545454545454546
0x5abd,BANGRES16DEL03,30,4.7,13.029198,77.570997,13.089198,77.630997,07/03/22,21:40:00,21:50:00,conditions Sandstorms,Jam,1,Meal,motorcycle,1,No,Urban,(min) 28,28,Sandstorms,0,9.31,2.0,1.5,0.3325,4,70.75261276193109,0.41653247450348907,0.9090909090909091
0x2237,BANGRES12DEL01,32,3.4,12.939496,77.625999,13.049496,77.735999,02/04/22,23:30:00,23:45:00,conditions Sunny,Low,0,Buffet,motorcycle,0,No,Metropolitian,(min) 31,31,Sunny,1,17.08,1.0,1.0,0.5509677419354838,3,43.26726193962702,0.8336017176596886,0.0
0x84e9,BANGRES14DEL03,21,4.7,12.949934,77.699386,13.009934,77.759386,19/03/22,20:10:00,20:15:00,conditions Windy,Jam,2,Snack,scooter,1,No,Metropolitian,(min) 22,22,Windy,0,9.32,2.0,1.2,0.42363636363636364,0,56.66288729892139,0.4170692431561997,0.6363636363636362
0x5d6f,BANGRES14DEL01,21,4.5,12.949934,77.699386,12.959934,77.709386,28/03/22,10:25:00,10:35:00,conditions Sunny,Low,0,Meal,motorcycle,1,No,Urban,(min) 12,12,Sunny,0,1.55,1.0,1.0,0.12916666666666668,4,3.926478688900579,0.0,0.0
0x4d99,BANGRES14DEL02,23,4.3,12.949934,77.699386,13.079934,77.829386,31/03/22,21:15:00,21:25:00,conditions Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,(min) 37,37,Windy,1,20.18,2.0,1.2,0.5454054054054054,3,122.68852636182763,1.0,0.6363636363636362
0xb570,BANGRES02DEL01,34,4.9,12.970221,77.645396,13.010221,77.685396,15/03/22,13:10:00,13:20:00,conditions Sunny,High,2,Meal,motorcycle,0,No,Metropolitian,(min) 16,16,Sunny,0,6.21,1.6,1.0,0.388125,3,25.16999500188139,0.25013419216317767,0.27272727272727276
0xaa0c,BANGRES03DEL01,33,4.8,12.979166,77.640709,13.049166,77.710709,18/03/22,17:15:00,17:30:00,conditions Sunny,Medium,1,Meal,scooter,1,No,Urban,(min) 25,25,Sunny,0,10.87,1.3,1.0,0.43479999999999996,1,35.796819582486506,0.5002683843263553,0.13636363636363638
0xbd6c,BANGRES01DEL02,31,4.3,12.933284,77.615428,12.983284,77.665428,03/04/22,17:35:00,17:40:00,conditions Stormy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,(min) 31,31,Stormy,1,7.76,1.3,1.6,0.2503225806451613,3,40.888069175359014,0.33333333333333337,0.4909090909090909
0xa41f,BANGRES18DEL01,30,5.0,12.913041,77.683237,12.923041,77.693237,19/03/22,9:15:00,9:25:00,conditions Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,(min) 25,25,Cloudy,0,1.55,1.0,1.1,0.062,3,4.3191265577906375,0.0,0.04545454545454549
0x328e,BANGRES11DEL01,36,4.3,12.934365,77.616155,13.004365,77.686155,16/03/22,17:45:00,17:55:00,conditions Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,(min) 31,31,Sunny,1,10.87,1.3,1.0,0.3506451612903226,3,35.796819582486506,0.5002683843263553,0.13636363636363638
0x6641,BANGRES17DEL03,34,4.8,12.972532,77.608179,13.032532,77.668179,05/04/22,22:50:00,23:00:00,conditions Sandstorms,Low,2,Drinks,electric_scooter,1,No,Metropolitian,(min) 24,24,Sandstorms,0,9.32,1.0,1.5,0.38833333333333336,6,35.41430456182587,0.4170692431561997,0.22727272727272727
0x8143,BANGRES02DEL01,22,4.8,12.970221,77.645396,13.040221,77.715396,06/04/22,23:35:00,23:50:00,conditions Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian,(min) 15,15,Windy,0,10.87,1.0,1.2,0.7246666666666666,3,33.043218076141386,0.5002683843263553,0.09090909090909088
0x9808,BANGRES04DEL03,27,4.8,12.98041,77.640489,13.01041,77.670489,26/03/22,21:30:00,21:45:00,conditions Stormy,Jam,0,Drinks,motorcycle,1,No,Urban,(min) 22,22,Stormy,0,4.66,2.0,1.6,0.21181818181818182,4,37.77525819928093,0.16693505099302203,1.0
0x15a1,BANGRES05DEL01,25,4.3,12.970324,77.645748,12.980324,77.655748,05/03/22,11:00:00,11:10:00,conditions Sandstorms,Low,0,Meal,motorcycle,0,No,Metropolitian,(min) 25,25,Sandstorms,0,1.55,1.0,1.5,0.062,3,5.889718033350869,0.0,0.22727272727272727
0x7c96,BANGRES02DEL02,27,4.8,12.970221,77.645396,13.020221,77.695396,01/04/22,19:20:00,19:30:00,conditions Fog,Jam,1,Drinks,scooter,0,No,Metropolitian,(min) 28,28,Fog,0,7.76,2.0,1.4,0.27714285714285714,0,55.04163158221405,0.33333333333333337,0.818181818181818
0x5593,BANGRES09DEL01,38,4.7,12.934179,77.615797,13.044179,77.725797,10/03/22,18:55:00,19:10:00,conditions Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,(min) 26,26,Sunny,0,17.08,1.3,1.0,0.6569230769230768,3,56.247440521515124,0.8336017176596886,0.13636363636363638
0x69a3,BANGRES16DEL01,20,4.5,13.029198,77.570997,13.039198,77.580997,05/04/22,9:55:00,10:00:00,conditions Sandstorms,Low,2,Meal,motorcycle,0,No,Metropolitian,(min) 15,15,Sandstorms,0,1.55,1.0,1.5,0.10333333333333333,3,5.889718033350869,0.0,0.22727272727272727
0x39da,BANGRES09DEL02,37,4.7,12.934179,77.615797,12.984179,77.665797,01/04/22,18:55:00,19:10:00,conditions Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,(min) 24,24,Sunny,0,7.76,1.3,1.0,0.3233333333333333,3,25.55504323459938,0.33333333333333337,0.13636363636363638
0x9295,BANGRES08DEL02,23,4.6,12.906229,77.596791,12.956229,77.646791,11/03/22,19:40:00,19:50:00,conditions Sandstorms,Jam,1,Meal,scooter,0,No,Metropolitian,(min) 23,23,Sandstorms,0,7.76,2.0,1.5,0.3373913043478261,0,58.97317669522934,0.33333333333333337,0.9090909090909091
0x76f9,BANGRES18DEL02,30,4.0,12.913041,77.683237,12.993041,77.763237,23/03/22,18:35:00,18:50:00,conditions Sandstorms,Medium,0,Meal,motorcycle,0,No,Metropolitian,(min) 45,45,Sandstorms,1,12.42,1.3,1.5,0.276,3,61.35186281708589,0.583467525496511,0.4318181818181819
0xb789,BANGRES17DEL03,34,4.6,12.972532,77.608179,13.062532,77.698179,06/04/22,20:35:00,20:50:00,conditions Sunny,Jam,2,Meal,scooter,0,No,Metropolitian,(min) 25,25,Sunny,0,13.97,2.0,1.0,0.5588000000000001,0,70.77794488250463,0.6666666666666667,0.45454545454545453
0x648e,BANGRES18DEL01,39,4.8,12.913041,77.683237,12.983041,77.753237,23/03/22,20:30:00,20:40:00,conditions Cloudy,Jam,0,Snack,motorcycle,2,No,Metropolitian,(min) 49,49,Cloudy,1,10.87,2.0,1.1,0.22183673469387755,3,60.579233139592546,0.5002683843263553,0.5454545454545455
0x3e8,BANGRES010DEL02,36,4.7,12.933298,77.614293,13.063298,77.744293,23/03/22,18:15:00,18:25:00,conditions Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,(min) 38,38,Fog,1,20.18,1.3,1.4,0.5310526315789473,3,93.03879915771928,1.0,0.37272727272727263
0x64c8,BANGRES20DEL01,24,4.9,12.972161,77.596014,12.982161,77.606014,09/03/22,8:50:00,9:00:00,conditions Sandstorms,Low,1,Drinks,motorcycle,0,No,Urban,(min) 10,10,Sandstorms,0,1.55,1.0,1.5,0.155,4,5.889718033350869,0.0,0.22727272727272727
0x884b,BANGRES19DEL01,25,4.8,12.914264,77.6784,12.984264,77.7484,16/03/22,17:20:00,17:30:00,conditions Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 26,26,Sandstorms,0,10.87,1.3,1.5,0.41807692307692307,3,53.69522937372976,0.5002683843263553,0.4318181818181819
0x2f1b,BANGRES09DEL01,36,4.8,12.934179,77.615797,12.944179,77.625797,17/03/22,10:35:00,10:40:00,conditions Fog,Low,1,Snack,motorcycle,0,No,Urban,(min) 15,15,Fog,0,1.55,1.0,1.4,0.10333333333333333,4,5.49707016446081,0.0,0.18181818181818177
0x2e62,BANGRES18DEL02,33,4.6,12.913041,77.683237,12.933041,77.703237,05/04/22,8:45:00,9:00:00,conditions Fog,Low,2,Buffet,scooter,0,No,Metropolitian,(min) 16,16,Fog,0,3.11,1.0,1.4,0.194375,0,11.029605297724594,0.08373590982286634,0.18181818181818177
